FECHA,TOTAL_KWH_ENERGIA
2024-09-01 00:00:00,110.85588836669922
2024-09-01 01:00:00,107.34120178222656
2024-09-01 02:00:00,105.55030822753906
2024-09-01 03:00:00,106.84010314941406
2024-09-01 04:00:00,105.87979125976562
2024-09-01 05:00:00,106.00039672851562
2024-09-01 06:00:00,105.4976806640625
2024-09-01 07:00:00,101.1223373413086
2024-09-01 08:00:00,97.69123840332031
2024-09-01 09:00:00,64.4134292602539
2024-09-01 10:00:00,43.48149871826172
2024-09-01 11:00:00,40.48365020751953
2024-09-01 12:00:00,55.56610870361328
2024-09-01 13:00:00,47.57512664794922
2024-09-01 14:00:00,41.428871154785156
2024-09-01 15:00:00,47.585365295410156
2024-09-01 16:00:00,54.394168853759766
2024-09-01 17:00:00,55.62261962890625
2024-09-01 18:00:00,9.581686019897461
2024-09-01 19:00:00,26.942745208740234
2024-09-01 20:00:00,53.62102508544922
2024-09-01 21:00:00,73.34294128417969
2024-09-01 22:00:00,106.42677307128906
2024-09-01 23:00:00,104.55496215820312
2024-09-02 00:00:00,104.53553771972656
2024-09-02 01:00:00,100.90167999267578
2024-09-02 02:00:00,103.88633728027344
2024-09-02 03:00:00,100.48750305175781
2024-09-02 04:00:00,102.48749542236328
2024-09-02 05:00:00,99.7064208984375
2024-09-02 06:00:00,106.79298400878906
2024-09-02 07:00:00,149.03890991210938
2024-09-02 08:00:00,540.367431640625
2024-09-02 09:00:00,579.0808715820312
2024-09-02 10:00:00,599.533447265625
2024-09-02 11:00:00,298.34246826171875
2024-09-02 12:00:00,344.21051025390625
2024-09-02 13:00:00,349.2796325683594
2024-09-02 14:00:00,309.85687255859375
2024-09-02 15:00:00,151.9285888671875
2024-09-02 16:00:00,149.67266845703125
2024-09-02 17:00:00,186.887451171875
2024-09-02 18:00:00,204.197265625
2024-09-02 19:00:00,263.8353271484375
2024-09-02 20:00:00,295.2064514160156
2024-09-02 21:00:00,108.08871459960938
2024-09-02 22:00:00,127.0813217163086
2024-09-02 23:00:00,112.28398132324219
2024-09-03 00:00:00,106.626220703125
2024-09-03 01:00:00,106.90274047851562
2024-09-03 02:00:00,108.76618957519531
2024-09-03 03:00:00,107.68450164794922
2024-09-03 04:00:00,105.32978057861328
2024-09-03 05:00:00,111.48130798339844
2024-09-03 06:00:00,108.46063232421875
2024-09-03 07:00:00,153.92298889160156
2024-09-03 08:00:00,522.8995361328125
2024-09-03 09:00:00,546.6914672851562
2024-09-03 10:00:00,456.14617919921875
2024-09-03 11:00:00,364.3153076171875
2024-09-03 12:00:00,405.590576171875
2024-09-03 13:00:00,510.26336669921875
2024-09-03 14:00:00,427.5072326660156
2024-09-03 15:00:00,78.32479095458984
2024-09-03 16:00:00,111.4866943359375
2024-09-03 17:00:00,192.7982177734375
2024-09-03 18:00:00,230.98361206054688
2024-09-03 19:00:00,263.0296936035156
2024-09-03 20:00:00,268.2010192871094
2024-09-03 21:00:00,140.68527221679688
2024-09-03 22:00:00,132.34963989257812
2024-09-03 23:00:00,
2024-09-04 00:00:00,
2024-09-04 01:00:00,111.61296844482422
2024-09-04 02:00:00,113.62938690185547
2024-09-04 03:00:00,111.25675964355469
2024-09-04 04:00:00,114.19965362548828
2024-09-04 05:00:00,110.80889892578125
2024-09-04 06:00:00,105.56425476074219
2024-09-04 07:00:00,152.39501953125
2024-09-04 08:00:00,558.9171142578125
2024-09-04 09:00:00,514.2966918945312
2024-09-04 10:00:00,482.9991455078125
2024-09-04 11:00:00,332.49908447265625
2024-09-04 12:00:00,421.916015625
2024-09-04 13:00:00,598.9739379882812
2024-09-04 14:00:00,319.28582763671875
2024-09-04 15:00:00,97.85929107666016
2024-09-04 16:00:00,93.76274108886719
2024-09-04 17:00:00,81.40731048583984
2024-09-04 18:00:00,227.18240356445312
2024-09-04 19:00:00,238.86941528320312
2024-09-04 20:00:00,297.9515075683594
2024-09-04 21:00:00,112.89285278320312
2024-09-04 22:00:00,121.96859741210938
2024-09-04 23:00:00,117.44890594482422
2024-09-05 00:00:00,111.57052612304688
2024-09-05 01:00:00,108.71453857421875
2024-09-05 02:00:00,46.20127868652344
2024-09-05 03:00:00,45.676246643066406
2024-09-05 04:00:00,107.77391052246094
2024-09-05 05:00:00,109.58061218261719
2024-09-05 06:00:00,108.81134033203125
2024-09-05 07:00:00,160.97628784179688
2024-09-05 08:00:00,555.9889526367188
2024-09-05 09:00:00,552.114013671875
2024-09-05 10:00:00,551.6611328125
2024-09-05 11:00:00,429.39105224609375
2024-09-05 12:00:00,352.43707275390625
2024-09-05 13:00:00,363.29254150390625
2024-09-05 14:00:00,302.9217529296875
2024-09-05 15:00:00,106.35722351074219
2024-09-05 16:00:00,116.98292541503906
2024-09-05 17:00:00,135.4846954345703
2024-09-05 18:00:00,106.57545471191406
2024-09-05 19:00:00,148.4403839111328
2024-09-05 20:00:00,305.3340148925781
2024-09-05 21:00:00,141.9413299560547
2024-09-05 22:00:00,123.44835662841797
2024-09-05 23:00:00,127.18341064453125
2024-09-06 00:00:00,116.48008728027344
2024-09-06 01:00:00,102.21360778808594
2024-09-06 02:00:00,103.5816421508789
2024-09-06 03:00:00,100.11378479003906
2024-09-06 04:00:00,102.64089965820312
2024-09-06 05:00:00,101.178955078125
2024-09-06 06:00:00,100.8783187866211
2024-09-06 07:00:00,173.91204833984375
2024-09-06 08:00:00,492.9554748535156
2024-09-06 09:00:00,461.66436767578125
2024-09-06 10:00:00,434.602783203125
2024-09-06 11:00:00,163.63084411621094
2024-09-06 12:00:00,206.36183166503906
2024-09-06 13:00:00,334.1552734375
2024-09-06 14:00:00,248.3540496826172
2024-09-06 15:00:00,86.30104064941406
2024-09-06 16:00:00,87.8863525390625
2024-09-06 17:00:00,101.84684753417969
2024-09-06 18:00:00,194.8986358642578
2024-09-06 19:00:00,240.23619079589844
2024-09-06 20:00:00,299.2033996582031
2024-09-06 21:00:00,98.83479309082031
2024-09-06 22:00:00,126.13084411621094
2024-09-06 23:00:00,128.71044921875
2024-09-07 00:00:00,109.42599487304688
2024-09-07 01:00:00,101.62361145019531
2024-09-07 02:00:00,101.890380859375
2024-09-07 03:00:00,98.14865112304688
2024-09-07 04:00:00,59.111690521240234
2024-09-07 05:00:00,56.838775634765625
2024-09-07 06:00:00,102.7294921875
2024-09-07 07:00:00,103.80906677246094
2024-09-07 08:00:00,95.88201904296875
2024-09-07 09:00:00,64.78549194335938
2024-09-07 10:00:00,50.800994873046875
2024-09-07 11:00:00,57.277313232421875
2024-09-07 12:00:00,57.59617614746094
2024-09-07 13:00:00,59.43793487548828
2024-09-07 14:00:00,56.64710998535156
2024-09-07 15:00:00,53.93902587890625
2024-09-07 16:00:00,5.465219020843506
2024-09-07 17:00:00,2.0
2024-09-07 18:00:00,14.539580345153809
2024-09-07 19:00:00,41.90222930908203
2024-09-07 20:00:00,64.135498046875
2024-09-07 21:00:00,85.33509826660156
2024-09-07 22:00:00,100.66679382324219
2024-09-07 23:00:00,98.28839111328125
2024-09-08 00:00:00,97.035888671875
2024-09-08 01:00:00,98.54478454589844
2024-09-08 02:00:00,120.17926025390625
2024-09-08 03:00:00,110.18058776855469
2024-09-08 04:00:00,104.08116149902344
2024-09-08 05:00:00,105.25553894042969
2024-09-08 06:00:00,102.65715026855469
2024-09-08 07:00:00,99.36788177490234
2024-09-08 08:00:00,94.9132308959961
2024-09-08 09:00:00,67.0283203125
2024-09-08 10:00:00,44.88862228393555
2024-09-08 11:00:00,33.32438659667969
2024-09-08 12:00:00,5.0
2024-09-08 13:00:00,5.0
2024-09-08 14:00:00,4.0
2024-09-08 15:00:00,5.0
2024-09-08 16:00:00,
2024-09-08 17:00:00,
2024-09-08 18:00:00,5.644368648529053
2024-09-08 19:00:00,27.36090087890625
2024-09-08 20:00:00,48.63086700439453
2024-09-08 21:00:00,80.57112121582031
2024-09-08 22:00:00,98.88356018066406
2024-09-08 23:00:00,95.04366302490234
2024-09-09 00:00:00,95.60040283203125
2024-09-09 01:00:00,96.17947387695312
2024-09-09 02:00:00,95.47068786621094
2024-09-09 03:00:00,95.30282592773438
2024-09-09 04:00:00,95.09566497802734
2024-09-09 05:00:00,93.03085327148438
2024-09-09 06:00:00,94.35235595703125
2024-09-09 07:00:00,114.86345672607422
2024-09-09 08:00:00,686.3179931640625
2024-09-09 09:00:00,686.6978149414062
2024-09-09 10:00:00,637.1886596679688
2024-09-09 11:00:00,490.51513671875
2024-09-09 12:00:00,501.64404296875
2024-09-09 13:00:00,521.3634033203125
2024-09-09 14:00:00,417.1461181640625
2024-09-09 15:00:00,218.81570434570312
2024-09-09 16:00:00,248.27398681640625
2024-09-09 17:00:00,341.36834716796875
2024-09-09 18:00:00,386.3277587890625
2024-09-09 19:00:00,366.92364501953125
2024-09-09 20:00:00,361.2090759277344
2024-09-09 21:00:00,176.18948364257812
2024-09-09 22:00:00,119.78425598144531
2024-09-09 23:00:00,115.14958190917969
2024-09-10 00:00:00,115.23706817626953
2024-09-10 01:00:00,115.68637084960938
2024-09-10 02:00:00,114.2372817993164
2024-09-10 03:00:00,117.59564208984375
2024-09-10 04:00:00,116.064697265625
2024-09-10 05:00:00,114.82859802246094
2024-09-10 06:00:00,119.29401397705078
2024-09-10 07:00:00,123.92125701904297
2024-09-10 08:00:00,670.2109985351562
2024-09-10 09:00:00,647.0892944335938
2024-09-10 10:00:00,590.616943359375
2024-09-10 11:00:00,500.5753173828125
2024-09-10 12:00:00,451.57147216796875
2024-09-10 13:00:00,231.40135192871094
2024-09-10 14:00:00,199.92857360839844
2024-09-10 15:00:00,152.03726196289062
2024-09-10 16:00:00,236.15460205078125
2024-09-10 17:00:00,396.3618469238281
2024-09-10 18:00:00,485.99395751953125
2024-09-10 19:00:00,488.4976806640625
2024-09-10 20:00:00,289.0710144042969
2024-09-10 21:00:00,89.00241088867188
2024-09-10 22:00:00,111.25532531738281
2024-09-10 23:00:00,117.63981628417969
2024-09-11 00:00:00,121.33893585205078
